status,card_present_flag,bpay_biller_code,account,currency,long_lat,txn_description,merchant_id,merchant_code,first_name,balance,date,gender,age,merchant_suburb,merchant_state,extraction,amount,transaction_id,country,customer_id,merchant_long_lat,movement,month,day
posted,,0,ACC-1903037542,AUD,153.05 -27.61,PAY/SALARY,,0.0,Jeffrey,1811.47,2018-08-02,M,30,,,2018-08-02 14:00:00+00:00,1808.62,5afba8cabdd843a7a342304d37597606,Australia,CUS-860700529,,credit,8,2
posted,,0,ACC-2988263882,AUD,145.18 -37.90,PAY/SALARY,,0.0,Michael,2480.74,2018-08-02,M,44,,,2018-08-02 15:00:00+00:00,596.33,a9eedbf0c69945ee96dcb914e4adfb62,Australia,CUS-1233833708,,credit,8,2
posted,,0,ACC-2970114956,AUD,144.89 -37.69,PAY/SALARY,,0.0,Robert,6722.85,2018-08-02,M,26,,,2018-08-02 15:00:00+00:00,1433.98,a1fcadbedbdc4895b0d77535ec72363d,Australia,CUS-880898248,,credit,8,2
posted,,0,ACC-414431115,AUD,142.77 -37.06,PAY/SALARY,,0.0,Amy,1634.77,2018-08-02,F,43,,,2018-08-02 16:00:00+00:00,1630.36,4bc4bd009cab4de5b6734e66c9546b7f,Australia,CUS-2599279756,,credit,8,2
posted,,0,ACC-3881031190,AUD,149.19 -21.15,PAY/SALARY,,0.0,Richard,1361.79,2018-08-02,M,37,,,2018-08-02 16:00:00+00:00,916.75,d8511e188e98407ca0a3ef7049aae01b,Australia,CUS-3201519139,,credit,8,2
posted,,0,ACC-1056639002,AUD,145.03 -37.91,PAY/SALARY,,0.0,Michael,42790.09,2018-08-02,M,22,,,2018-08-02 17:00:00+00:00,3195.01,914c8d4832cc42b99a37b5218ba84a80,Australia,CUS-3462882033,,credit,8,2
posted,,0,ACC-53508546,AUD,150.62 -33.76,PAY/SALARY,,0.0,Kimberly,1067.25,2018-08-02,F,35,,,2018-08-02 17:00:00+00:00,725.32,7573c2cb8ab44dffbfa85361990e13da,Australia,CUS-72755508,,credit,8,2
posted,,0,ACC-38923874,AUD,151.27 -33.90,PAY/SALARY,,0.0,Ryan,30334.82,2018-08-03,M,38,,,2018-08-03 11:00:00+00:00,1880.95,52824d9919d94bdc9e8c4552e8358b46,Australia,CUS-3249305314,,credit,8,3
posted,,0,ACC-3689607373,AUD,115.79 -31.79,PAY/SALARY,,0.0,Virginia,2205.14,2018-08-03,F,20,,,2018-08-03 12:00:00+00:00,1138.79,d4cad175b44e49f58af829b61dbd3f9c,Australia,CUS-127297539,,credit,8,3
posted,,0,ACC-2890243754,AUD,153.32 -27.93,PAY/SALARY,,0.0,Joseph,1072.04,2018-08-03,M,37,,,2018-08-03 12:00:00+00:00,917.45,f426bde403ae4ad5baf2fb5b5afabf67,Australia,CUS-2695611575,,credit,8,3
posted,,0,ACC-1788473090,AUD,145.06 -37.95,PAY/SALARY,,0.0,Rachael,2273.3,2018-08-03,F,21,,,2018-08-03 13:00:00+00:00,2023.68,ad0a0c17620f4553be4426a9933181f9,Australia,CUS-134193016,,credit,8,3
posted,,0,ACC-1199531521,AUD,116.02 -31.87,PAY/SALARY,,0.0,Billy,3801.41,2018-08-03,M,52,,,2018-08-03 13:00:00+00:00,3785.78,6b84057bbf1a4ade865af4902c7517d8,Australia,CUS-134833760,,credit,8,3
posted,,0,ACC-559365433,AUD,147.31 -42.88,PAY/SALARY,,0.0,Mary,735.66,2018-08-03,F,64,,,2018-08-03 13:00:00+00:00,576.0,1157f87317a44c3aaf851d2e1b42ac37,Australia,CUS-1654129794,,credit,8,3
posted,,0,ACC-3481401842,AUD,115.74 -31.72,PAY/SALARY,,0.0,Tiffany,1438.7,2018-08-03,F,25,,,2018-08-03 13:00:00+00:00,1225.33,b062082c5e7a4cb8b4fbcaf83f709b6c,Australia,CUS-1669695324,,credit,8,3
posted,,0,ACC-2528867619,AUD,138.58 -34.96,PAY/SALARY,,0.0,Abigail,1956.58,2018-08-03,F,40,,,2018-08-03 13:00:00+00:00,1946.57,054edd9467e243038678e15d90817862,Australia,CUS-2505971401,,credit,8,3
posted,,0,ACC-2674800293,AUD,144.96 -37.69,PAY/SALARY,,0.0,Elizabeth,25689.87,2018-08-03,F,50,,,2018-08-03 14:00:00+00:00,1436.98,d97f03cabe1545e0afde5158417f03ea,Australia,CUS-2977593493,,credit,8,3
posted,,0,ACC-182446574,AUD,116.06 -32.00,PAY/SALARY,,0.0,Tonya,2889.9,2018-08-03,F,27,,,2018-08-03 15:00:00+00:00,2840.15,3d5a45a23ced48a29535212323a100e9,Australia,CUS-3026014945,,credit,8,3
posted,,0,ACC-3741880913,AUD,150.50 -23.40,PAY/SALARY,,0.0,Ashley,5042.78,2018-08-03,F,25,,,2018-08-03 16:00:00+00:00,2282.36,f481205971f5419d98e5353fa8ecffb3,Australia,CUS-1220154422,,credit,8,3
posted,,0,ACC-964839203,AUD,146.92 -36.07,PAY/SALARY,,0.0,Michael,29444.62,2018-08-03,M,21,,,2018-08-03 16:00:00+00:00,1560.2,0ecf63c3707e48b8b2a9867f14e58959,Australia,CUS-2059096722,,credit,8,3
posted,,0,ACC-2901672282,AUD,255.00 -573.00,PAY/SALARY,,0.0,Daniel,4490.85,2018-08-03,M,22,,,2018-08-03 17:00:00+00:00,3328.77,035f7e013df6486f80e2245bea04a28f,Australia,CUS-1617121891,,credit,8,3
posted,,0,ACC-3317636250,AUD,153.02 -27.66,PAY/SALARY,,0.0,Kenneth,2645.62,2018-08-03,M,35,,,2018-08-03 17:00:00+00:00,2544.76,37f6f831162547ed87e15e8c8c60d61e,Australia,CUS-2738291516,,credit,8,3
posted,,0,ACC-966140392,AUD,147.08 -37.97,PAY/SALARY,,0.0,Joseph,3158.66,2018-08-03,M,21,,,2018-08-03 17:00:00+00:00,2572.91,77195b2f0c3c4924a5cca52956ccaa01,Australia,CUS-537508723,,credit,8,3
posted,,0,ACC-4065652575,AUD,115.81 -31.82,PAY/SALARY,,0.0,Lucas,5835.11,2018-08-06,M,21,,,2018-08-06 11:00:00+00:00,3578.65,5cd1e7f829d947a19d68cab7daa0d7fb,Australia,CUS-1117979751,,credit,8,6
posted,,0,ACC-3233697971,AUD,151.04 -33.77,PAY/SALARY,,0.0,Robin,1726.28,2018-08-06,F,34,,,2018-08-06 11:00:00+00:00,1711.39,82706d8cafc5496f8339d762268115bb,Australia,CUS-1147642491,,credit,8,6
posted,,0,ACC-1037050564,AUD,153.10 -27.66,PAY/SALARY,,0.0,Rhonda,1878.76,2018-08-06,F,40,,,2018-08-06 11:00:00+00:00,892.09,de558a6e22b6402b948dcf24066ac595,Australia,CUS-1614226872,,credit,8,6
posted,,0,ACC-240804743,AUD,121.48 -30.75,PAY/SALARY,,0.0,Kenneth,4407.89,2018-08-06,M,29,,,2018-08-06 11:00:00+00:00,4405.3,81643ac523fd46018a525723984c68c9,Australia,CUS-261674136,,credit,8,6
posted,,0,ACC-3879258709,AUD,143.83 -37.66,PAY/SALARY,,0.0,Natasha,190299.56,2018-08-06,F,40,,,2018-08-06 11:00:00+00:00,4216.04,dd10f0e6270548a8a7d38b1f5b3ed065,Australia,CUS-527400765,,credit,8,6
posted,,0,ACC-1438600314,AUD,138.69 -34.84,PAY/SALARY,,0.0,Maria,2616.39,2018-08-06,F,35,,,2018-08-06 12:00:00+00:00,862.95,e387b0b7f9c845dd8e1b9be6bccc4621,Australia,CUS-2650223890,,credit,8,6
posted,,0,ACC-2650850707,AUD,148.16 -23.52,PAY/SALARY,,0.0,Brian,106396.58,2018-08-06,M,42,,,2018-08-06 13:00:00+00:00,3231.26,5ea14cdc1f634e5c9904442771f8d0fb,Australia,CUS-2819545904,,credit,8,6
posted,,0,ACC-1496451953,AUD,145.16 -37.84,PAY/SALARY,,0.0,Ricky,2664.6,2018-08-06,M,43,,,2018-08-06 13:00:00+00:00,2588.01,3d41a4a9802941e19adaf2a6b36f7c94,Australia,CUS-3142625864,,credit,8,6
posted,,0,ACC-2173390920,AUD,144.71 -37.58,PAY/SALARY,,0.0,Luis,1402.71,2018-08-06,M,27,,,2018-08-06 13:00:00+00:00,1396.23,a9724092d01d4587bf81a409c436ad9e,Australia,CUS-3180318393,,credit,8,6
posted,,0,ACC-2615038700,AUD,145.35 -38.03,PAY/SALARY,,0.0,Emily,29114.92,2018-08-06,F,43,,,2018-08-06 13:00:00+00:00,664.43,221dbed8696b4ce9bd952cfa403330ef,Australia,CUS-3255104878,,credit,8,6
posted,,0,ACC-4258502723,AUD,145.45 -37.74,PAY/SALARY,,0.0,Kimberly,1483.02,2018-08-06,F,24,,,2018-08-06 13:00:00+00:00,1059.84,413cb33293da4dac89e77bddf011dfdf,Australia,CUS-3378712515,,credit,8,6
posted,,0,ACC-2249586092,AUD,115.98 -32.07,PAY/SALARY,,0.0,Edward,5053.83,2018-08-06,M,19,,,2018-08-06 13:00:00+00:00,990.55,975f3f94186245f0a38afde27da06654,Australia,CUS-443776336,,credit,8,6
posted,,0,ACC-602667573,AUD,151.23 -33.96,PAY/SALARY,,0.0,Michael,2454.56,2018-08-06,M,40,,,2018-08-06 14:00:00+00:00,2280.36,1b28a60443b44ac6b3361023430c95d0,Australia,CUS-2031327464,,credit,8,6
posted,,0,ACC-3021093232,AUD,149.83 -29.47,PAY/SALARY,,0.0,Melissa,1681.07,2018-08-06,F,30,,,2018-08-06 14:00:00+00:00,1636.72,a0eba98b444945bda90764a7492b9e57,Australia,CUS-55310383,,credit,8,6
posted,,0,ACC-2270192619,AUD,138.56 -35.27,PAY/SALARY,,0.0,Darren,9637.69,2018-08-06,M,20,,,2018-08-06 17:00:00+00:00,3026.95,c1d51fe6ac554d37b93d57dba64d6674,Australia,CUS-2110742437,,credit,8,6
posted,,0,ACC-854938045,AUD,147.63 -22.84,PAY/SALARY,,0.0,James,9062.57,2018-08-06,M,28,,,2018-08-06 17:00:00+00:00,2538.68,4f1eda4e413e4a309ce8f72761008bef,Australia,CUS-4023861240,,credit,8,6
posted,,0,ACC-1710017148,AUD,150.82 -34.01,PAY/SALARY,,0.0,Michelle,5314.17,2018-08-06,F,19,,,2018-08-06 17:00:00+00:00,3977.46,b9d1728e45d643fd9d6f9a38b0bf93ee,Australia,CUS-883482547,,credit,8,6
posted,,0,ACC-37709441,AUD,153.41 -28.01,PAY/SALARY,,0.0,Charles,4138.72,2018-08-07,M,18,,,2018-08-07 11:00:00+00:00,4132.23,9f00417dbb9a45cea772f8450136d614,Australia,CUS-3336454548,,credit,8,7
posted,,0,ACC-2231965366,AUD,144.96 -37.84,PAY/SALARY,,0.0,Linda,3667.29,2018-08-07,F,35,,,2018-08-07 12:00:00+00:00,2443.24,3723ca07d17d4f5d9484c5525028def1,Australia,CUS-2155701614,,credit,8,7
posted,,0,ACC-1443681913,AUD,150.92 -33.77,PAY/SALARY,,0.0,Ryan,1236.1,2018-08-07,M,31,,,2018-08-07 13:00:00+00:00,996.24,4fc46c1b66ea4c6a865be524c1a0355a,Australia,CUS-3129499595,,credit,8,7
posted,,0,ACC-2305712452,AUD,138.61 -34.89,PAY/SALARY,,0.0,Debra,792.7,2018-08-07,F,18,,,2018-08-07 14:00:00+00:00,761.33,66fd1e62b52546ff804cb12a2c058b86,Australia,CUS-1842679196,,credit,8,7
posted,,0,ACC-1990648130,AUD,114.62 -28.80,PAY/SALARY,,0.0,Kaitlyn,2507.96,2018-08-07,F,21,,,2018-08-07 14:00:00+00:00,1037.07,b1377c1b408b4729a38cc96b4a528ca1,Australia,CUS-809013380,,credit,8,7
posted,,0,ACC-2673069055,AUD,152.99 -27.49,PAY/SALARY,,0.0,Richard,17127.02,2018-08-07,M,24,,,2018-08-07 15:00:00+00:00,6024.49,b2fedeaf02a6485ba4cf3be69b56a80b,Australia,CUS-51506836,,credit,8,7
posted,,0,ACC-2828321672,AUD,153.03 -27.51,PAY/SALARY,,0.0,Stephanie,1011.87,2018-08-07,F,53,,,2018-08-07 16:00:00+00:00,970.47,33c2b30f5b064710a53a45ef89460e16,Australia,CUS-1005756958,,credit,8,7
posted,,0,ACC-4281711154,AUD,144.98 -37.84,PAY/SALARY,,0.0,Eric,34865.92,2018-08-07,M,42,,,2018-08-07 16:00:00+00:00,1757.82,ae3cdd43c71b4d1b87ad77f1ccb564ba,Australia,CUS-3151318058,,credit,8,7
posted,,0,ACC-1222300524,AUD,151.23 -33.94,PAY/SALARY,,0.0,Michael,1002.38,2018-08-07,M,38,,,2018-08-07 17:00:00+00:00,1002.13,add2ff36bbb94d2eabdbd5b41c78b501,Australia,CUS-2142601169,,credit,8,7
posted,,0,ACC-3771436525,AUD,145.04 -37.92,PAY/SALARY,,0.0,Derek,1628.18,2018-08-07,M,20,,,2018-08-07 17:00:00+00:00,1099.7,fe9b2df65feb4872bf558c73147a6e76,Australia,CUS-3325710106,,credit,8,7
posted,,0,ACC-3954677887,AUD,115.72 -32.28,PAY/SALARY,,0.0,Ruth,1289.91,2018-08-07,F,47,,,2018-08-07 17:00:00+00:00,1272.47,d29b9e5f070147da86a3d35614cd2453,Australia,CUS-3716701010,,credit,8,7
posted,,0,ACC-958000567,AUD,130.90 -12.37,PAY/SALARY,,0.0,Sandra,3725.95,2018-08-07,F,34,,,2018-08-07 17:00:00+00:00,3517.61,123943e86d6c44e9bafe6097034b44d9,Australia,CUS-4142663097,,credit,8,7
posted,,0,ACC-2897221629,AUD,150.90 -34.37,PAY/SALARY,,0.0,Scott,987.16,2018-08-07,M,23,,,2018-08-07 17:00:00+00:00,982.71,78a5cf0943d34e4faf75732305550dce,Australia,CUS-511326734,,credit,8,7
posted,,0,ACC-3084464802,AUD,145.15 -37.76,PAY/SALARY,,0.0,Susan,3173.24,2018-08-08,F,19,,,2018-08-08 12:00:00+00:00,2485.37,86d8278bf8f64d5f8e10bcf1be8a2f06,Australia,CUS-1928710999,,credit,8,8
posted,,0,ACC-1650504218,AUD,145.01 -37.93,PAY/SALARY,,0.0,Marissa,3287.56,2018-08-08,F,23,,,2018-08-08 12:00:00+00:00,1626.48,3f88ba70530247e6a8489f627e7f7462,Australia,CUS-2500783281,,credit,8,8
posted,,0,ACC-3326339947,AUD,151.18 -33.80,PAY/SALARY,,0.0,Eric,3675.24,2018-08-08,M,22,,,2018-08-08 12:00:00+00:00,983.36,16eff28849484b3aa30ddfcabfedd0a7,Australia,CUS-326006476,,credit,8,8
posted,,0,ACC-1516130869,AUD,130.84 -12.45,PAY/SALARY,,0.0,Jessica,2316.26,2018-08-08,F,21,,,2018-08-08 13:00:00+00:00,2306.63,6370bebac3db42d3850b6c334d2460f1,Australia,CUS-325142416,,credit,8,8
posted,,0,ACC-2776252858,AUD,144.95 -37.76,PAY/SALARY,,0.0,Kristin,1151.74,2018-08-08,F,43,,,2018-08-08 13:00:00+00:00,1068.04,1d59539c964b45d4b4ae0df3c2bd4edc,Australia,CUS-4123612273,,credit,8,8
posted,,0,ACC-1598451071,AUD,153.41 -27.95,PAY/SALARY,,0.0,Diana,1343.65,2018-08-08,F,26,,,2018-08-08 14:00:00+00:00,1013.67,3fb647f098a642809f85f2f08c0e589b,Australia,CUS-2487424745,,credit,8,8
posted,,0,ACC-1973887809,AUD,115.78 -31.90,PAY/SALARY,,0.0,Antonio,1477.59,2018-08-08,M,26,,,2018-08-08 16:00:00+00:00,1098.91,76a69d307c6844cb89d55a5d8ac85248,Australia,CUS-1646621553,,credit,8,8
posted,,0,ACC-819621312,AUD,145.04 -37.85,PAY/SALARY,,0.0,Michele,1951.42,2018-08-08,F,30,,,2018-08-08 17:00:00+00:00,1158.15,d6bd2c15b9b84ab093d22bb63cff37c1,Australia,CUS-1271030853,,credit,8,8
posted,,0,ACC-2920611728,AUD,144.96 -37.76,PAY/SALARY,,0.0,Tyler,2840.39,2018-08-08,M,69,,,2018-08-08 17:00:00+00:00,1043.12,c241dfaad46b451c9034ffc7b47651c5,Australia,CUS-1388323263,,credit,8,8
posted,,0,ACC-1799207998,AUD,150.68 -33.79,PAY/SALARY,,0.0,Susan,2542.41,2018-08-08,F,20,,,2018-08-08 17:00:00+00:00,1395.49,7d3e6cb7dc2f44a38c4898964bcec1c0,Australia,CUS-164374203,,credit,8,8
posted,,0,ACC-2171593283,AUD,146.94 -36.04,PAY/SALARY,,0.0,Fernando,6691.71,2018-08-08,M,19,,,2018-08-08 17:00:00+00:00,2639.76,abafeae1dd9949f0a75f65cdd265fce0,Australia,CUS-2317998716,,credit,8,8
posted,,0,ACC-3536132544,AUD,144.93 -37.79,PAY/SALARY,,0.0,Heather,3275.64,2018-08-09,F,41,,,2018-08-09 11:00:00+00:00,2101.51,526abbf608a441ad905192afff3a71db,Australia,CUS-2348881191,,credit,8,9
posted,,0,ACC-4163822186,AUD,149.03 -34.97,PAY/SALARY,,0.0,Karen,4676.76,2018-08-09,F,26,,,2018-08-09 11:00:00+00:00,920.71,7519954e5f7c482c8890f880ab8328dc,Australia,CUS-2630892467,,credit,8,9
posted,,0,ACC-2259139624,AUD,144.66 -37.91,PAY/SALARY,,0.0,Cindy,4386.28,2018-08-09,F,19,,,2018-08-09 11:00:00+00:00,3676.94,fe4e25f654d14059b1e9eb45c4a2c0bb,Australia,CUS-3174332735,,credit,8,9
posted,,0,ACC-721712940,AUD,145.09 -37.82,PAY/SALARY,,0.0,Andrew,51237.54,2018-08-09,M,78,,,2018-08-09 12:00:00+00:00,782.42,cfa832fa1b9f4f0faeefafe52e5715aa,Australia,CUS-1646183815,,credit,8,9
posted,,0,ACC-1279356312,AUD,144.79 -37.73,PAY/SALARY,,0.0,Tyler,3683.89,2018-08-09,M,44,,,2018-08-09 12:00:00+00:00,2887.34,f898c3159e774202a8967e81d9cf43ca,Australia,CUS-1892177589,,credit,8,9
posted,,0,ACC-1243371644,AUD,150.90 -33.78,PAY/SALARY,,0.0,Gregory,1984.7,2018-08-09,M,42,,,2018-08-09 13:00:00+00:00,1681.58,84ae4cc4e20f4ab99a1022aebd5ab661,Australia,CUS-3904958894,,credit,8,9
posted,,0,ACC-1608363396,AUD,151.22 -33.87,PAY/SALARY,,0.0,Robert,3512.95,2018-08-09,M,20,,,2018-08-09 14:00:00+00:00,2320.3,fe6fd0586a2846049f200b05e93ba834,Australia,CUS-2688605418,,credit,8,9
posted,,0,ACC-1424176027,AUD,151.08 -33.93,PAY/SALARY,,0.0,Donald,2200.13,2018-08-09,M,22,,,2018-08-09 14:00:00+00:00,1928.97,af797fa1790942a882d4b53da514731c,Australia,CUS-3431016847,,credit,8,9
posted,,0,ACC-2988263882,AUD,145.18 -37.90,PAY/SALARY,,0.0,Michael,3010.65,2018-08-09,M,44,,,2018-08-09 15:00:00+00:00,596.33,fe11084092514eebba131d3472f0c3d7,Australia,CUS-1233833708,,credit,8,9
posted,,0,ACC-3881031190,AUD,149.19 -21.15,PAY/SALARY,,0.0,Richard,1963.59,2018-08-09,M,37,,,2018-08-09 16:00:00+00:00,916.75,e67de79c51304c5c90a7329c934e3951,Australia,CUS-3201519139,,credit,8,9
posted,,0,ACC-154431271,AUD,153.09 -27.48,PAY/SALARY,,0.0,Lori,1546.67,2018-08-09,F,18,,,2018-08-09 17:00:00+00:00,1537.68,e3d04e24400c474583e98f82f75c4869,Australia,CUS-3702001629,,credit,8,9
posted,,0,ACC-3941181087,AUD,115.79 -31.94,PAY/SALARY,,0.0,Paul,3506.06,2018-08-09,M,25,,,2018-08-09 17:00:00+00:00,2687.85,acf0440be17643a088a11d1fa7f048d2,Australia,CUS-3989008654,,credit,8,9
posted,,0,ACC-53508546,AUD,150.62 -33.76,PAY/SALARY,,0.0,Kimberly,1698.46,2018-08-09,F,35,,,2018-08-09 17:00:00+00:00,725.32,83a9bb386c9d4dc588a62fa32dafebd2,Australia,CUS-72755508,,credit,8,9
posted,,0,ACC-38923874,AUD,151.27 -33.90,PAY/SALARY,,0.0,Ryan,31600.84,2018-08-10,M,38,,,2018-08-10 11:00:00+00:00,1880.95,a923418069464173aa2f810a2dbd8096,Australia,CUS-3249305314,,credit,8,10
posted,,0,ACC-3689607373,AUD,115.79 -31.79,PAY/SALARY,,0.0,Virginia,2977.83,2018-08-10,F,20,,,2018-08-10 12:00:00+00:00,1138.79,ebe40d784c0d4375affef16bad73e43f,Australia,CUS-127297539,,credit,8,10
posted,,0,ACC-2890243754,AUD,153.32 -27.93,PAY/SALARY,,0.0,Joseph,1751.92,2018-08-10,M,37,,,2018-08-10 12:00:00+00:00,917.45,76d5e5c4660e4eb1856700e6375adf04,Australia,CUS-2695611575,,credit,8,10
posted,,0,ACC-559365433,AUD,147.31 -42.88,PAY/SALARY,,0.0,Mary,1256.9,2018-08-10,F,64,,,2018-08-10 13:00:00+00:00,576.0,8d9329c7dff0494e9d232fd01538f580,Australia,CUS-1654129794,,credit,8,10
posted,,0,ACC-3481401842,AUD,115.74 -31.72,PAY/SALARY,,0.0,Tiffany,1894.28,2018-08-10,F,25,,,2018-08-10 13:00:00+00:00,1225.33,5a5d11cc5cae4c74a3b8bab5520b066e,Australia,CUS-1669695324,,credit,8,10
posted,,0,ACC-2528867619,AUD,138.58 -34.96,PAY/SALARY,,0.0,Abigail,3566.25,2018-08-10,F,40,,,2018-08-10 13:00:00+00:00,1946.57,8c0c8e7aeabd4865ba874093306dbac4,Australia,CUS-2505971401,,credit,8,10
posted,,0,ACC-574997646,AUD,150.79 -33.64,PAY/SALARY,,0.0,Mackenzie,1954.67,2018-08-10,F,18,,,2018-08-10 14:00:00+00:00,1952.29,f173979b334f436ca465925955b13fb3,Australia,CUS-586638664,,credit,8,10
posted,,0,ACC-1890605467,AUD,143.88 -37.66,PAY/SALARY,,0.0,Alexander,9011.76,2018-08-10,M,38,,,2018-08-10 15:00:00+00:00,3649.51,42d5f43bf1a14443ac0d8e67d55db42a,Australia,CUS-1478398256,,credit,8,10
posted,,0,ACC-90814749,AUD,151.68 -32.98,PAY/SALARY,,0.0,Christopher,7810.26,2018-08-10,M,35,,,2018-08-10 15:00:00+00:00,2308.67,5d671d9b4a8f4fb8a13e1266ac9733a4,Australia,CUS-1896554896,,credit,8,10
posted,,0,ACC-80388494,AUD,144.97 -37.42,PAY/SALARY,,0.0,Dustin,2658.33,2018-08-10,M,28,,,2018-08-10 16:00:00+00:00,1916.51,068a8f108221449a9e08f7753c2f7f19,Australia,CUS-1140341822,,credit,8,10
posted,,0,ACC-964839203,AUD,146.92 -36.07,PAY/SALARY,,0.0,Michael,30780.23,2018-08-10,M,21,,,2018-08-10 16:00:00+00:00,1560.2,228d924501214204b0b1fb8cf116ac26,Australia,CUS-2059096722,,credit,8,10
posted,,0,ACC-1344825761,AUD,151.09 -33.91,PAY/SALARY,,0.0,Sarah,15824.73,2018-08-10,F,46,,,2018-08-10 17:00:00+00:00,2470.45,39fd469b65184dfe913384df8f3089c8,Australia,CUS-1499065773,,credit,8,10
posted,,0,ACC-2014856841,AUD,144.99 -37.90,PAY/SALARY,,0.0,Patrick,260393.9,2018-08-10,M,46,,,2018-08-10 17:00:00+00:00,2179.96,dde605aacebe400fbd69520e2b9e8593,Australia,CUS-2370108457,,credit,8,10
posted,,0,ACC-3317636250,AUD,153.02 -27.66,PAY/SALARY,,0.0,Kenneth,4920.14,2018-08-10,M,35,,,2018-08-10 17:00:00+00:00,2544.76,6f063953997846e8a7b315a01f2bbf54,Australia,CUS-2738291516,,credit,8,10
